project_name,file_name,Skip_Ansible_Lint,Local_Only_Test,Assertion_Roulette,External_Dependency,No_ENV_CleanUp
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_snapshots.py,0,0,17,2,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_snapshot_export_locations.py,0,0,0,2,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_snapshot_instances.py,0,0,5,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_snapshot_instance_export_locations.py,0,0,0,2,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\test_share_types.py,0,0,19,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v2\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_quota_class_sets.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_quota_sets.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_scheduler_stats.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_shares.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_share_accesses.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_share_networks.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\test_versions.py,0,0,0,9,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\views\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\cmd\test_api.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\cmd\test_data.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\cmd\test_manage.py,0,0,11,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\cmd\test_scheduler.py,0,0,1,0,1
